,id,polarity,text
2017,t2906,positive,"if look free altern red gate excel sql compare, might want check sqldbdigg made it i use i cave bought sql compare."
2018,t2907,neutral,"i'm afraid can't done, psudo-class selector can't set in-line, page stylesheet. i mention technic abl browser support edit: i quick test this: and work ie7, ie8 beta 2, firefox chrome. can anyon els test browsers?"
2019,t2908,neutral,as traumaponi said. simpli load main game assembl visual studio tri compil it. it tri make refer assembl outsid ship 360.
2020,t2910,neutral,not avail silverlight. see c# answer(s)
2021,t2911,neutral,how i find high water mark (the histor maximum number concurr users) oracl databas (9i).
2022,t2912,negative,7? how 2 3? rememb argument order constructor real pain.
2023,t2913,negative,"background: i'm current debug applic written custom-built gui framework c++. i'v manag pin bugs, bug i'm troubl tend common theme. all seem screen refreshing, redraw updat match provid data. this pain debug, i can't break everi refresh, stuff time-sensitive, breakpoint occasion ""fix"" bug. q: doe anyon tip debug windows-bas guis, especi regard refresh individu components?"
2024,t2914,neutral,is local server dev pc access name ip address. the issu could relat dns resolution.
2025,t2915,neutral,"for otp process use `proc_lib`, see [how find supervisor otp process?](<link>"
2026,t2916,positive,i alway seem use get work data (strong type otherwise) databas i never realli need use fill although i easili could use fill instead get pull updat data. can anyon provid guidanc implic gotcha method? in situat prefer use one other? ani perform implications? thank advanc answers! i love community!
2027,t2917,neutral,here implement python: and port implement i'v done c++:
2028,t2918,positive,design web standard great first read!
2029,t2919,neutral,also check project codeplex tutori sort parallel use .net among things:
2030,t2922,positive,six year still love it.
2031,t2924,neutral,"i'm new develop (an admin trade) i'm set develop environ i would like set cruisecontrol.net server server 2008. a quick googl turn instruct get run ii 7.0, i wonder anyon experi get set up."
2032,t2925,positive,"congratul new job! relax keep cool. read someth i guess, process make sure product long appli common sens :)"
2033,t2927,neutral,we'r process packag combin products/modules. some stand-alon interdependent. all version must deploy side-by-side. as we'r consid two choices: one msi per packag version one msi per product/modul version the first altern would mean combin merg modul would deliv sever packages. the second altern repres simpler path. can give advic subject? will altern caus grief longer run?
2034,t2928,neutral,"yep. i gave activ delet stuff hard drive long time ago. just like gmail, decent search easier archiv everyth rather worri sorting, filing, delet it."
2035,t2930,neutral,"that exact point htmlencod protect mistakes. of course, programm expect somevar contain 23 nasti attack decid shove blank in..."
2036,t2933,neutral,"here equival c prototyp delphi function: int csd_handledata(char* abuf, int alen); noth earth-shattering, mayb get answer someon afraid contribut unfamiliar delphi."
2037,t2936,neutral,"i java applic that string-heavi take feed huge number big, differ string objects. do i need worri string constant pool memori performance? is way see big pool point?"
2038,t2938,negative,"sort hash also possibl i considered. i'm bit concern memori usage, i'll worri later."
2039,t2939,neutral,"the reason build languag get pain want hierarchi chainabl object return deriv type. currently, `` generic allow subclass chang return type call method lose scope object calling. build jvm remov ugliness. plus, instead return statement, push refer stack needed; ""on demand return"" instead ""alway return"" hard optim use it."
2040,t2940,positive,i found librari make easi get oauth_token oauth_token_secret c#. if i'm tri make post rest web servic (ie. two key leverag varifi authentication. a c# exampl would awesome!
2041,t2941,negative,"i'v trim ui websit follow onload event control: this becom tedious mani control check again. as soon i get working, design request chang ui start over. ani suggestions?"
2042,t2942,positive,"i agree. it clear threshold either use librari write own. go get jqueri use see fit project, start this. here happier days!"
2043,t2943,neutral,(ear optim == root(evil)) != (perform doesen't matter)
2044,t2945,neutral,probabl answer better given comment.
2045,t2947,negative,that horrible.
2046,t2948,neutral,"at stage popul listbox? i fear late persist page, viewstat somehow disabled."
2047,t2949,negative,"we end use java applet. it nightmare. normal would awful, 2008 beij olympics, ad distanc languag differ made nightmare. in end, work ""enough."" but again, nightmare. i would recommend it."
2048,t2950,negative,dude i feel pain. i use blogger address sinc move blog. i want continu use blogger address id googl option.
2049,t2951,positive,"don't forget json seem better support though. for example, librari excel built-in json functions."
2050,t2952,neutral,"i need name current log user air/flex application. the applic deploy window machines. i think i could attain regex user directory, open ways."
2051,t2955,negative,"if someon common need delet top n rows, i'd argu they'v got bigger issu worri about."
2052,t2956,negative,i know i configur command line argument run configur i want run java file multipl time differ command line arguments. it pain chang run configur everi time. is way i make eclips prompt command line argument everi time i run program?
2053,t2957,positive,pretti new scene tri find document adopt best practices. we'r build fair larg content site consist various media catalog i'm tri find compar data architectur model get better idea approach use use framework we'v never made use before. ani insight help would great appreciated!
2054,t2958,positive,"+1 the perfect enhanc remot du -sh ing! love tool, super fast usag delet workflow well!"
2055,t2959,negative,"whoops, realiz something...ther way specifi max length use string.string(sbyte*) basic mean death use constructor purpos read ring-buff sinc could keep read past max length next segment!"
2056,t2960,negative,"what come halfway i wanted. basic use jni call upon nativ window rtf control (the one use wodpad) way worri nasti activex deploy issues, still hack"
2057,t2961,positive,"kudos, great question!"
2058,t2962,neutral,there noth mention <link>
2059,t2963,positive,"perhap i'm miss someth concept extens methods, i cannot gain access extens method within keycollect class defin here: use follow code excerpt: i gain access ""standard"" keycollect method (copyto, equals, finalize, etc) cannot gain access extens method (aggregate, all, any, etc). ani help would great appreciated! thank you!"
2060,t2965,negative,"<@user> use assembla is 200mb per project 200mb per account? if per account, that aw small."
2061,t2966,positive,i would recommend -- excel cms great built-in translation.
2062,t2967,neutral,<@user> *rogerio*
2063,t2968,neutral,"i touch sharepoint years. if i want setup develop environ get speed, option i have? i msdn license, anyway i get run free? (for develop only)"
2064,t2969,neutral,perform rare motiv factor choic loop.
2065,t2971,positive,"that great link! donut caching, use webformviewengin also work declar control too."
2066,t2973,negative,it extrem unreli constant build go never know actual build broke.
2067,t2976,positive,interest idea. best luck!
2068,t2977,positive,veri use thankyou!
2069,t2979,negative,"i'm fair bit work rubi recently, use is absolut critical. however, i'm realli disappoint default window consol vista, especi there realli annoy bug move cursor back bottom screen irregular caus jump back. anyon decent consol app use windows?"
